Price,Type,Rooms,Bathroom,Car,BuildingArea,Regionname,YearBuilt
570000,1,2,2,1.0,70.0,8,2000.0
400000,1,2,1,1.0,65.0,8,1970.0
920000,3,3,2,2.0,134.0,8,2000.0
503500,1,2,1,1.0,72.0,8,1940.0
580000,1,2,1,0.0,95.0,8,1930.0
1295000,2,3,2,2.0,200.0,8,2000.0
481000,1,2,1,1.0,61.0,8,1966.0
1120000,3,3,2,2.0,133.0,8,2006.0
400000,1,1,1,1.0,52.0,8,2012.0
1210000,1,1,1,1.0,49.0,8,1970.0
785000,1,2,2,2.0,98.0,8,2006.0
450000,1,1,1,1.0,61.0,8,2009.0
875000,3,2,1,1.0,68.0,8,1900.0
650000,1,2,1,0.0,70.0,8,1930.0
431000,1,2,1,1.0,71.0,8,1940.0
385000,1,2,1,1.0,46.0,8,1970.0
575000,1,2,2,1.0,78.0,8,2013.0
535000,1,2,1,1.0,70.0,8,1930.0
1200500,3,2,1,0.0,83.0,8,1915.0
565000,1,2,2,1.0,76.0,8,2013.0
520000,1,2,1,1.0,63.0,8,1980.0
902000,1,2,1,0.0,108.0,8,1920.0
1600000,1,3,2,2.0,3.0,8,1850.0
750000,1,2,2,1.0,105.0,8,2009.0
1365000,3,2,1,1.0,123.0,8,1910.0
1950000,3,4,2,2.0,211.0,8,1880.0
1678000,3,3,2,2.0,171.0,8,2016.0
400000,1,2,1,1.0,67.0,8,1970.0
500000,1,2,2,2.0,104.0,8,2000.0
760000,1,2,1,0.0,95.0,8,1930.0
580000,1,2,1,1.0,102.0,8,1995.0
430000,1,2,1,1.0,63.0,8,2008.0
1100000,1,2,1,2.0,141.0,8,1920.0
435000,1,1,1,1.0,69.0,8,1995.0
354000,1,1,1,1.0,46.0,8,1960.0
1025000,3,3,2,1.0,180.0,4,1950.0
1430000,3,3,1,1.0,158.0,4,1950.0
1330000,3,3,2,1.0,159.0,4,1950.0
1194000,3,3,1,2.0,143.0,4,1930.0
1300000,3,4,3,2.0,160.0,4,1970.0
850000,3,3,3,3.0,207.0,4,2016.0
1150000,3,3,2,3.0,164.0,4,1950.0
910000,3,3,1,2.0,117.0,4,1960.0
1430000,3,4,2,1.0,224.0,4,1990.0
622500,3,3,2,2.0,127.0,4,2004.0
1280000,3,4,2,2.0,25.0,4,1977.0
1080000,3,3,2,2.0,46.0,4,1980.0
630000,3,2,2,1.0,106.0,4,2000.0
1370000,3,4,2,2.0,208.0,4,1960.0
800000,3,3,2,1.0,165.0,4,1940.0
950000,3,3,1,1.0,145.0,4,1960.0
780000,3,3,1,0.0,115.0,4,1943.0
1350500,3,4,1,0.0,181.0,4,1940.0
745000,3,3,1,2.0,122.0,4,1960.0
657500,3,3,1,1.0,116.0,4,1955.0
460000,3,3,2,1.0,110.0,4,2009.0
490000,1,3,1,1.0,115.0,4,1950.0
890000,3,4,1,2.0,127.0,4,1930.0
425000,3,2,1,1.0,80.0,4,2000.0
715000,3,3,1,2.0,104.0,4,1925.0
816000,3,3,1,1.0,113.0,4,1958.0
425500,1,2,1,0.0,72.0,4,1970.0
610000,3,3,1,0.0,118.0,4,1965.0
600000,3,3,1,1.0,126.0,4,1950.0
611000,3,2,1,2.0,77.0,4,1925.0
670000,3,4,1,1.0,106.0,4,1950.0
605000,3,3,1,1.0,104.0,4,1956.0
930000,3,4,2,2.0,174.0,4,2005.0
880000,3,3,1,3.0,107.0,4,1925.0
570000,3,3,1,2.0,105.0,4,1970.0
625000,3,3,1,1.0,120.0,4,1955.0
695000,3,3,1,1.0,117.0,4,1930.0
607000,3,3,1,2.0,122.0,4,1965.0
679500,3,3,1,1.0,125.0,4,2002.0
500000,2,3,1,2.0,159.0,4,1985.0
895000,3,4,2,3.0,144.0,4,1945.0
410000,2,2,2,2.0,85.0,4,2008.0
635000,3,3,1,1.0,107.0,4,1960.0
480000,3,3,1,2.0,99.0,4,1978.0
560000,3,2,1,1.0,106.0,4,1970.0
626800,3,4,1,2.0,130.0,4,1950.0
571500,3,3,2,2.0,137.0,4,1990.0
600000,3,3,1,2.0,112.0,4,1960.0
650000,3,3,1,0.0,112.0,4,1950.0
736000,3,4,1,2.0,133.0,4,1955.0
700000,3,3,1,2.0,111.0,4,1975.0
665000,3,3,1,2.0,101.0,4,1940.0
620000,3,3,3,2.0,155.0,4,2011.0
503000,3,3,1,1.0,90.0,4,1945.0
560000,3,3,1,3.0,115.0,4,1970.0
450000,2,3,3,1.0,178.0,4,2004.0
680000,3,3,1,2.0,144.0,4,1966.0
545000,1,3,2,1.0,131.0,4,2011.0
687000,3,3,1,1.0,102.0,4,1950.0
510000,3,4,1,1.0,151.0,4,1970.0
500000,3,3,1,1.0,133.0,4,1970.0
480000,3,3,1,2.0,148.0,4,1960.0
621000,3,4,1,1.0,130.0,4,1950.0
690000,3,3,1,0.0,121.0,4,1967.0
547500,3,3,1,2.0,131.0,4,1950.0
280000,3,1,1,2.0,45.0,4,2009.0
555000,3,3,1,1.0,106.0,4,1975.0
600000,3,3,2,2.0,156.0,4,1999.0
622500,3,3,1,1.0,131.0,4,1970.0
350000,1,2,1,1.0,80.0,4,1990.0
682000,3,3,1,1.0,155.0,4,1960.0
520000,3,3,1,2.0,170.0,4,1960.0
470000,3,3,1,1.0,103.0,4,1971.0
586000,3,3,1,1.0,120.0,4,1960.0
305000,3,3,1,2.0,114.0,4,1970.0
645000,3,4,2,3.0,215.0,4,1970.0
500000,3,3,1,2.0,109.0,4,1970.0
510000,2,3,2,1.0,141.0,4,2012.0
1110000,2,3,2,2.0,129.0,8,1970.0
640000,1,2,1,1.0,76.0,8,1970.0
1700000,3,3,1,1.0,180.0,8,1930.0
1930000,3,4,2,2.0,218.0,8,1950.0
1812500,3,4,2,2.0,230.0,8,1920.0
760000,1,2,1,1.0,80.0,8,1968.0
1300000,3,4,2,2.0,198.0,8,1950.0
1960000,3,3,2,2.0,173.0,8,1930.0
880000,1,3,1,2.0,110.0,8,1970.0
1755000,3,3,2,2.0,159.0,8,1970.0
1700000,3,4,1,1.0,143.0,8,1900.0
610000,1,2,1,1.0,78.0,8,1970.0
1150000,3,3,2,1.0,145.0,8,2005.0
770500,2,2,2,1.0,92.0,8,1997.0
600000,1,2,1,1.0,105.0,8,1975.0
2125000,3,4,2,2.0,239.0,8,1927.0
656000,1,2,1,1.0,76.0,8,1970.0
1560000,3,3,2,1.0,209.0,8,2013.0
865000,2,3,1,1.0,101.0,8,1970.0
2300000,3,3,2,1.0,219.0,8,1920.0
600000,1,2,1,2.0,80.0,8,1985.0
2180000,3,3,1,2.0,128.0,8,1910.0
1251000,3,3,2,1.0,211.0,8,1930.0
1835000,3,4,2,2.0,185.0,8,1930.0
778500,1,2,1,1.0,78.0,8,1960.0
1201000,3,4,2,2.0,221.0,7,1978.0
742500,3,3,1,2.0,128.0,7,1980.0
1101000,3,3,2,2.0,135.0,7,1965.0
1200000,3,3,1,2.0,155.0,7,1960.0
990000,3,4,2,2.0,189.0,7,1973.0
1500000,3,4,2,2.0,255.0,7,2013.0
1290000,3,3,1,2.0,125.0,7,1960.0
1051000,3,3,2,1.0,142.0,7,1970.0
1280000,3,4,2,2.0,158.0,7,1970.0
1000000,3,4,3,2.0,164.0,7,1970.0
678000,2,2,1,1.0,90.0,7,1980.0
1010000,3,3,2,2.0,175.0,7,1968.0
1210000,3,3,1,1.0,134.0,7,1960.0
945000,3,4,2,2.0,181.0,7,1985.0
725000,1,3,1,1.0,105.0,7,1975.0
1211000,3,3,2,2.0,123.0,7,1970.0
1002000,3,3,1,2.0,174.0,7,1960.0
1209000,3,4,2,2.0,160.0,7,1965.0
1118000,3,4,2,2.0,195.0,7,1970.0
903000,3,4,1,2.0,22.0,7,1960.0
1220000,3,3,1,2.0,133.0,7,1960.0
1182500,3,4,2,2.0,150.0,7,1975.0
1020000,3,4,2,2.0,145.0,7,1965.0
650000,3,3,1,2.0,120.0,7,1975.0
1509000,3,3,2,2.0,158.0,7,1960.0
517500,1,1,1,0.0,53.0,5,1910.0
370000,1,1,1,1.0,62.0,5,1999.0
805000,2,2,1,2.0,95.0,5,2009.0
1428888,3,4,2,1.0,153.0,5,1930.0
940000,3,2,1,1.0,110.0,5,1950.0
270000,1,1,1,1.0,33.0,5,1970.0
365000,1,1,1,1.0,40.0,5,1970.0
525500,1,2,1,1.0,72.0,5,1975.0
944000,3,2,1,1.0,78.0,5,1900.0
887000,3,3,2,2.0,129.0,5,1935.0
701000,3,3,3,2.0,71.0,5,1958.0
1110000,3,2,1,0.0,105.0,5,1925.0
332000,1,1,1,1.0,48.0,5,1975.0
1265000,3,3,2,2.0,97.0,5,1920.0
1085000,3,2,1,2.0,102.0,5,1930.0
898000,3,3,2,2.0,108.0,5,2010.0
1235000,3,3,3,1.0,133.0,5,1920.0
910500,2,3,2,2.0,144.0,5,2010.0
995000,3,3,1,1.0,96.0,5,1920.0
760000,3,2,1,0.0,75.0,5,1900.0
505000,1,2,1,0.0,80.0,5,1980.0
1400000,3,3,2,1.0,159.0,5,1920.0
1110000,3,3,1,1.0,156.0,5,1950.0
450000,1,2,1,1.0,52.0,5,1970.0
874000,3,2,1,2.0,2.0,5,1985.0
1427000,3,3,1,1.0,127.0,5,1920.0
383000,1,1,1,1.0,44.0,5,1965.0
1290000,3,3,1,2.0,138.0,5,1920.0
450000,1,2,1,1.0,59.0,5,1960.0
438000,1,2,1,1.0,66.0,5,1970.0
1250000,3,3,2,3.0,234.0,5,2013.0
1070000,2,3,2,2.0,140.0,5,2007.0
486000,1,2,1,1.0,66.0,5,1960.0
1211000,3,2,1,0.0,97.0,5,1915.0
1280000,3,3,1,1.0,130.0,5,1910.0
1478000,3,4,2,0.0,152.0,5,1900.0
1913000,3,3,2,2.0,212.0,5,1930.0
928500,3,4,2,2.0,150.0,5,1960.0
432500,1,2,1,1.0,56.0,5,1965.0
330000,1,1,1,1.0,40.0,5,1970.0
1370000,3,3,2,3.0,153.0,5,1930.0
303500,1,1,1,1.0,41.0,5,1970.0
1160000,3,3,2,2.0,149.0,5,2001.0
1380000,3,3,2,1.0,128.0,5,1920.0
1435000,3,3,1,0.0,135.0,8,1943.0
1689000,3,3,1,0.0,118.0,8,1920.0
1100000,1,3,2,1.0,126.0,8,1935.0
925000,1,2,2,2.0,109.0,8,1970.0
450000,1,2,1,1.0,62.0,8,1970.0
349000,1,1,1,1.0,38.0,8,1958.0
810000,1,2,2,2.0,94.0,8,1980.0
541000,1,1,1,1.0,57.0,8,1970.0
1550000,2,3,2,2.0,214.0,8,2000.0
2205000,1,3,2,2.0,185.0,8,2014.0
950000,1,3,1,1.0,107.0,8,1960.0
366000,1,1,1,1.0,35.0,8,1967.0
1900000,3,3,2,1.0,139.0,8,1900.0
690000,1,2,1,1.0,83.0,8,1960.0
511000,1,2,1,2.0,68.0,8,1970.0
910000,2,3,2,2.0,136.0,8,1980.0
2250000,3,3,3,2.0,205.0,8,1930.0
525000,1,2,1,1.0,82.0,8,1950.0
960000,3,3,2,2.0,183.0,7,1990.0
1010000,3,4,3,2.0,163.0,7,1960.0
770000,3,3,2,2.0,135.0,7,1970.0
730000,3,4,1,1.0,172.0,7,1960.0
1005000,3,4,2,1.0,183.0,7,1950.0
555000,1,2,1,2.0,90.0,7,1980.0
546000,1,2,1,1.0,100.0,7,1975.0
765000,3,3,1,2.0,138.0,7,1975.0
920000,3,3,2,2.0,143.0,7,1975.0
895000,3,4,2,2.0,18.0,7,1980.0
820000,3,3,2,2.0,177.0,7,1960.0
870000,3,3,1,2.0,137.0,7,1960.0
1050000,3,4,2,2.0,202.0,7,1977.0
660000,3,3,1,0.0,124.0,5,1970.0
581000,3,3,2,2.0,100.0,5,1970.0
600000,3,3,1,1.0,129.0,5,1970.0
690000,3,3,2,1.0,129.0,5,2015.0
582000,3,3,1,0.0,90.0,5,1950.0
740000,3,3,1,1.0,104.0,5,1960.0
671000,3,3,2,2.0,163.0,5,2002.0
741000,3,3,1,1.0,103.0,5,1960.0
537000,1,3,1,2.0,95.0,5,1960.0
1040000,3,3,2,1.0,131.0,5,1950.0
662000,3,2,1,2.0,114.0,5,1960.0
922000,3,3,1,2.0,153.0,5,1960.0
860500,3,3,2,0.0,147.0,5,1960.0
702000,3,3,1,1.0,97.0,5,1970.0
627500,3,3,1,1.0,96.0,5,2000.0
549000,1,3,1,1.0,89.0,5,1980.0
701000,3,2,1,2.0,98.0,5,1970.0
645000,3,3,1,1.0,111.0,5,1966.0
1010000,2,3,3,2.0,132.0,5,1940.0
1260000,3,3,3,2.0,195.0,5,2000.0
460000,1,1,1,1.0,52.0,5,2000.0
800000,2,2,2,2.0,89.0,5,2006.0
550000,1,1,1,1.0,207.0,5,1930.0
660000,1,3,2,1.0,100.0,5,1998.0
1055000,2,2,1,1.0,154.0,5,2009.0
995000,1,3,1,1.0,153.0,5,1940.0
443000,1,1,1,1.0,58.0,5,1900.0
1120000,2,3,3,1.0,122.0,5,2008.0
482000,1,1,1,1.0,62.0,5,1930.0
620000,1,2,1,1.0,83.0,5,2002.0
601000,1,3,1,1.0,81.0,5,1996.0
1400000,3,4,2,1.0,160.0,4,1950.0
1535000,3,3,1,1.0,186.0,4,1910.0
890000,1,3,1,3.0,111.0,4,1980.0
1800000,3,3,2,2.0,252.0,4,2006.0
1200000,3,3,2,2.0,174.0,4,1990.0
1460000,3,3,1,2.0,107.0,4,1970.0
310000,1,1,1,1.0,58.0,4,1968.0
1200000,3,3,2,2.0,200.0,4,1997.0
1560000,3,3,2,2.0,179.0,4,2005.0
1575000,3,3,2,3.0,215.0,4,1996.0
830000,2,2,1,1.0,110.0,4,1980.0
1470000,3,3,2,1.0,93.0,4,1970.0
2230000,3,4,2,2.0,212.0,4,1900.0
1460000,2,3,2,2.0,180.0,4,2010.0
1010000,3,3,2,2.0,204.0,4,1995.0
513500,1,2,1,1.0,72.0,4,1980.0
1805000,3,4,2,2.0,160.0,4,1930.0
1126000,3,4,1,1.0,150.0,4,1900.0
935000,2,3,2,1.0,194.0,4,2002.0
375000,1,2,1,1.0,49.0,4,1970.0
1310000,3,3,2,1.0,139.0,4,1900.0
491500,1,2,1,1.0,61.0,4,1970.0
547500,1,2,1,1.0,60.0,4,1980.0
1210000,3,3,1,0.0,85.0,4,1910.0
412000,1,2,1,1.0,65.0,4,1980.0
1630000,3,4,2,2.0,197.0,4,2010.0
1482500,3,3,2,1.0,139.0,4,1910.0
1300000,3,4,2,2.0,250.0,4,1980.0
1710000,3,3,2,1.0,170.0,4,2016.0
380000,1,2,1,1.0,64.0,4,1960.0
367500,1,2,1,1.0,61.0,4,1970.0
1225000,3,3,1,1.0,126.0,4,1920.0
580000,1,2,2,1.0,78.0,8,2012.0
611000,1,2,1,1.0,75.0,8,1940.0
800000,1,2,1,1.0,92.0,8,1930.0
275000,1,1,1,1.0,44.0,8,1970.0
1540000,3,3,2,1.0,147.0,8,2000.0
1370000,3,3,1,2.0,112.0,8,1900.0
452000,1,1,1,1.0,46.0,8,1974.0
501000,1,1,1,1.0,51.0,8,2005.0
380000,1,2,1,1.0,71.0,8,1970.0
1177000,3,2,2,2.0,122.0,8,2000.0
600000,1,2,1,1.0,83.0,8,1970.0
1500000,3,2,1,2.0,96.0,8,1928.0
830000,1,3,2,2.0,112.0,8,2000.0
1200000,1,2,2,1.0,111.0,8,2007.0
600000,1,2,1,1.0,96.0,8,1970.0
474000,1,2,1,1.0,66.0,8,1985.0
1350000,3,2,1,1.0,101.0,8,1900.0
1910000,3,3,3,1.0,89.0,8,1890.0
915000,3,4,3,1.0,237.0,5,1990.0
810000,3,3,2,2.0,173.0,5,1975.0
753000,3,3,2,1.0,154.0,5,1975.0
602500,3,3,2,2.0,140.0,5,1970.0
742000,3,3,1,1.0,117.0,5,1978.0
953000,3,4,2,2.0,150.0,5,1997.0
650000,3,3,1,1.0,129.0,5,1970.0
731000,3,3,2,2.0,156.0,5,1991.0
710000,3,3,1,1.0,115.0,5,1960.0
936000,3,3,2,2.0,232.0,5,1994.0
721000,3,3,1,1.0,122.0,5,1978.0
1000000,3,3,2,1.0,147.0,4,1940.0
890000,3,2,1,2.0,103.0,4,1950.0
1165000,3,3,1,0.0,105.0,4,1910.0
1550000,3,4,2,2.0,233.0,4,2010.0
770000,3,3,1,2.0,139.0,4,1960.0
871000,3,3,2,2.0,100.0,4,1965.0
780000,3,3,2,2.0,120.0,4,2004.0
650000,2,2,1,1.0,2.0,4,1980.0
770000,3,3,1,1.0,82.0,4,1890.0
1235000,3,4,2,2.0,206.0,4,2011.0
1000000,3,2,1,1.0,105.0,4,1910.0
1320000,3,3,2,2.0,171.0,4,1920.0
1100000,3,3,2,0.0,129.0,4,1910.0
782000,1,2,1,1.0,92.0,4,2013.0
910000,3,3,3,2.0,109.0,4,2013.0
856000,3,2,1,1.0,100.0,4,1880.0
670000,3,3,1,1.0,120.0,4,1960.0
706000,3,4,1,0.0,93.0,4,1900.0
1050000,3,3,2,1.0,132.0,4,1960.0
1320000,3,4,2,1.0,171.0,4,1915.0
630000,3,2,1,1.0,79.0,4,2003.0
1870000,3,4,1,3.0,167.0,4,1968.0
510000,1,1,1,2.0,83.0,4,2004.0
381000,1,2,1,1.0,65.0,4,1960.0
1040000,2,3,2,0.0,152.0,4,2016.0
470000,3,1,1,2.0,83.0,4,2004.0
501344,1,2,1,1.0,72.0,4,1950.0
796000,3,3,1,1.0,120.0,4,1960.0
1055000,3,3,1,3.0,116.0,4,1940.0
620000,2,3,3,1.0,141.0,4,2014.0
345000,1,1,1,1.0,47.0,4,1970.0
950000,3,3,1,2.0,84.0,4,1880.0
1200000,3,4,2,2.0,157.0,4,1900.0
1005000,3,3,1,1.0,115.0,4,1960.0
1340000,3,4,2,0.0,175.0,4,1900.0
865000,3,3,1,1.0,87.0,4,1930.0
781500,3,3,1,2.0,132.0,4,1950.0
1401000,3,4,1,1.0,133.0,4,1910.0
630000,3,2,2,2.0,121.0,4,2000.0
1158000,3,4,1,3.0,96.0,4,1910.0
955000,3,3,2,2.0,173.0,4,2006.0
1081000,3,3,1,1.0,104.0,4,1940.0
767000,3,2,1,0.0,80.0,4,1920.0
1450000,3,3,2,2.0,211.0,4,2016.0
1430000,3,3,3,2.0,172.0,4,1940.0
1275000,3,3,1,2.0,128.0,4,1910.0
1606000,3,4,2,3.0,178.0,4,1890.0
780000,3,2,1,1.0,114.0,4,1950.0
670000,3,3,1,1.0,119.0,4,1950.0
1380000,3,3,2,2.0,144.0,4,1910.0
480500,1,2,1,1.0,65.0,4,1970.0
1520000,3,4,2,0.0,160.0,4,1910.0
800000,2,3,2,1.0,150.0,4,2007.0
1460000,3,3,1,2.0,119.0,4,1900.0
840000,3,3,1,1.0,127.0,4,1970.0
900500,3,3,1,1.0,100.0,4,1970.0
940000,3,3,2,2.0,146.0,4,2007.0
380000,1,1,1,1.0,39.0,4,1990.0
1646000,3,4,3,2.0,157.0,4,1950.0
470000,1,2,1,1.0,71.0,4,2000.0
1346000,3,4,2,2.0,204.0,4,1995.0
935000,2,3,2,2.0,149.0,4,2005.0
1150000,3,4,2,2.0,35.0,4,2010.0
1720000,3,1,2,1.0,136.0,4,1965.0
1705000,3,2,1,2.0,131.0,4,1980.0
1190000,3,3,1,1.0,115.0,4,1950.0
1200000,3,4,2,2.0,35.0,4,2010.0
726000,1,3,1,1.0,111.0,4,1996.0
1300000,2,3,3,1.0,205.0,4,2016.0
670000,3,2,1,2.0,103.0,4,1990.0
1350000,3,4,2,2.0,180.0,4,1960.0
773000,3,3,1,2.0,93.0,7,1955.0
645000,3,3,1,2.0,109.0,7,1950.0
720000,3,3,2,1.0,145.0,7,2012.0
625000,3,3,1,2.0,93.0,7,1950.0
1310000,3,3,1,2.0,144.0,5,1950.0
856000,3,4,2,2.0,151.0,5,1997.0
580000,3,2,1,1.0,65.0,5,1975.0
940000,2,3,1,2.0,116.0,5,1995.0
1495000,3,3,1,1.0,130.0,5,1920.0
1550000,3,4,2,2.0,191.0,5,1940.0
1815000,3,4,1,1.0,204.0,5,1890.0
1625000,3,4,2,2.0,145.0,5,1890.0
899000,2,3,2,1.0,124.0,5,2007.0
435000,1,2,1,1.0,55.0,5,2012.0
1080000,3,2,1,0.0,101.0,5,1890.0
656000,1,2,1,1.0,79.0,5,1960.0
1574000,3,3,3,2.0,207.0,5,2007.0
665000,1,2,1,1.0,96.0,5,1940.0
590000,1,2,2,1.0,71.0,5,2014.0
1679000,3,3,2,0.0,118.0,5,1920.0
1050000,2,3,3,2.0,151.0,5,1998.0
825000,3,3,1,1.0,116.0,5,1920.0
998000,3,3,1,2.0,118.0,5,2000.0
1010000,2,3,2,1.0,133.0,5,2014.0
1050000,3,3,1,1.0,122.0,5,1900.0
1600000,3,3,1,2.0,113.0,5,1920.0
1325000,3,3,2,2.0,135.0,5,1940.0
1335000,3,3,1,2.0,113.0,5,1930.0
805000,2,3,1,1.0,114.0,5,2003.0
1231010,3,2,1,2.0,119.0,5,1910.0
881000,3,2,1,1.0,94.0,5,1900.0
1202500,3,2,1,1.0,77.0,5,1900.0
1435000,3,3,1,0.0,102.0,5,1890.0
860000,1,3,2,1.0,109.0,5,1994.0
1590000,3,3,2,2.0,106.0,5,1900.0
610250,1,2,1,1.0,72.0,5,1994.0
720000,3,2,1,1.0,71.0,5,1890.0
840000,3,2,1,0.0,81.0,5,1900.0
705000,1,2,1,1.0,70.0,5,2000.0
1630100,3,4,2,0.0,195.0,5,1890.0
500000,1,2,2,1.0,65.0,5,2010.0
1010000,3,2,1,0.0,60.0,5,1880.0
1170000,3,2,1,1.0,81.0,5,1890.0
600000,1,2,2,1.0,67.0,5,2013.0
1616000,3,4,1,0.0,139.0,5,1890.0
589000,1,2,1,1.0,63.0,5,1999.0
1117000,3,2,1,0.0,92.0,5,1890.0
1935000,1,2,2,2.0,150.0,5,2010.0
700000,1,2,2,1.0,65.0,5,1970.0
750000,1,1,1,0.0,46.0,5,1930.0
1345000,3,4,2,2.0,201.0,4,1950.0
787500,3,3,1,1.0,105.0,4,1940.0
652500,2,4,2,1.0,160.0,4,1995.0
730000,2,3,2,2.0,118.0,4,2015.0
970000,2,3,2,2.0,223.0,4,2011.0
1115000,3,3,1,1.0,192.0,4,1950.0
333000,1,2,1,1.0,79.0,5,1970.0
455000,2,3,2,1.0,138.0,5,2010.0
378000,3,2,1,1.0,100.0,5,1990.0
585000,3,3,1,1.0,103.0,5,1960.0
615000,3,3,1,2.0,112.0,5,1950.0
526000,3,3,1,1.0,101.0,5,1960.0
540000,3,3,1,1.0,94.0,5,1960.0
540000,3,4,2,3.0,164.0,5,1990.0
625000,3,3,1,2.0,88.0,5,1960.0
640000,3,3,1,2.0,97.0,5,1950.0
783000,3,3,2,1.0,115.0,5,1940.0
635000,3,4,2,2.0,116.0,5,1950.0
619000,3,2,1,2.0,114.0,5,1970.0
460000,2,3,1,1.0,112.0,5,1970.0
752500,3,4,1,2.0,135.0,5,1950.0
650000,3,3,1,3.0,97.0,5,1950.0
750000,3,4,2,1.0,219.0,5,1970.0
527000,3,3,1,1.0,103.0,5,1960.0
515000,3,3,1,1.0,107.0,5,1960.0
617000,3,3,1,1.0,114.0,5,1960.0
540000,1,4,2,3.0,120.0,5,1960.0
631000,3,3,2,2.0,133.0,5,2012.0
575000,3,2,1,2.0,109.0,5,1960.0
562000,3,4,2,2.0,136.0,5,2005.0
620000,3,3,1,2.0,190.0,5,1970.0
652500,3,3,1,1.0,113.0,5,1960.0
492000,2,3,1,1.0,107.0,5,2011.0
422500,1,3,2,1.0,91.0,5,2000.0
1865000,3,3,2,2.0,120.0,8,1950.0
1450000,3,3,2,2.0,176.0,8,1915.0
1110000,2,3,2,2.0,169.0,8,2005.0
555000,1,2,1,1.0,69.0,8,1970.0
1700000,3,3,2,1.0,228.0,8,1980.0
1585000,3,2,1,2.0,102.0,8,1935.0
935000,1,3,2,1.0,107.0,8,1975.0
460000,1,2,1,1.0,55.0,8,1967.0
573000,1,2,1,1.0,60.0,8,1970.0
680000,1,2,1,1.0,110.0,8,1945.0
2381000,3,4,2,2.0,166.0,8,1900.0
1738000,2,4,3,2.0,241.0,8,2002.0
735000,1,3,1,1.0,95.0,8,1970.0
1420000,3,3,1,2.0,130.0,8,1910.0
400000,1,2,1,1.0,60.0,8,1965.0
1335000,3,2,1,0.0,70.0,8,1900.0
1825000,3,3,2,2.0,120.0,8,1950.0
840000,1,2,1,1.0,99.0,8,1969.0
444000,1,2,1,1.0,68.0,8,1970.0
1320000,3,3,2,1.0,162.0,8,1890.0
1890000,3,3,1,2.0,173.0,8,1880.0
1590000,2,3,2,2.0,181.0,8,2010.0
706000,1,2,1,1.0,90.0,8,1960.0
2350000,3,4,2,2.0,220.0,8,1900.0
1385000,3,2,1,2.0,113.0,8,1940.0
655250,1,2,1,1.0,69.0,8,1970.0
430000,1,1,1,1.0,58.0,8,1950.0
505000,1,2,1,1.0,78.0,8,1965.0
1650000,3,3,1,1.0,115.0,8,1900.0
371000,1,1,1,0.0,44.0,8,1970.0
1625000,3,3,2,1.0,115.0,8,1890.0
975000,3,3,1,1.0,120.0,8,1990.0
546500,1,2,1,1.0,69.0,7,1972.0
1220000,3,3,1,1.0,136.0,7,1960.0
550000,2,3,1,2.0,123.0,7,1990.0
705000,2,2,1,1.0,110.0,7,1973.0
490000,3,2,1,1.0,89.0,7,1980.0
1110000,3,3,1,2.0,190.0,7,1950.0
540000,1,2,1,2.0,97.0,7,1972.0
750000,3,3,1,2.0,140.0,7,1955.0
1195000,3,3,1,1.0,159.0,7,1950.0
690000,2,2,1,1.0,88.0,7,2010.0
1375000,3,3,1,1.0,115.0,7,1965.0
1400000,3,3,1,1.0,109.0,7,1952.0
475000,1,2,1,2.0,68.0,7,1974.0
1125000,3,3,1,2.0,125.0,7,1950.0
1605000,3,3,1,1.0,117.0,7,1950.0
470000,1,2,1,1.0,65.0,7,1960.0
1740000,3,4,3,3.0,249.0,7,1960.0
2200000,3,4,2,2.0,247.0,7,1935.0
1050000,2,3,2,1.0,165.0,7,2012.0
551000,3,3,1,0.0,121.0,5,1955.0
350000,3,3,1,2.0,110.0,5,1950.0
425000,3,3,1,2.0,90.0,5,1975.0
600000,3,3,1,2.0,173.0,5,1960.0
460000,3,3,1,1.0,92.0,5,1960.0
611000,3,3,1,3.0,93.0,5,1966.0
495000,3,3,1,2.0,92.0,5,1965.0
472500,3,2,1,2.0,88.0,5,1960.0
480000,1,3,2,1.0,110.0,5,2004.0
980000,3,3,1,1.0,165.0,5,1960.0
610000,3,4,1,1.0,120.0,5,1970.0
607500,3,3,2,1.0,153.0,5,1970.0
677200,3,2,2,1.0,179.0,4,2011.0
1155000,3,3,2,2.0,123.0,4,1915.0
817000,3,3,1,1.0,105.0,4,1940.0
1035000,3,3,2,2.0,145.0,4,1920.0
677500,3,2,1,1.0,89.0,4,1915.0
760000,3,3,1,1.0,114.0,4,1950.0
730000,3,2,2,0.0,130.0,4,1900.0
440000,1,2,1,1.0,74.0,4,2008.0
685000,3,2,1,1.0,219.0,4,1890.0
210000,1,1,1,1.0,36.0,4,1970.0
1340000,3,3,2,0.0,132.0,4,1915.0
925000,3,4,2,1.0,4.0,4,1948.0
1275000,3,4,2,1.0,172.0,4,1910.0
925000,3,3,1,1.0,100.0,4,1920.0
1336000,3,4,2,1.0,109.0,4,1920.0
200000,1,1,1,1.0,38.0,4,1960.0
1100000,2,4,3,2.0,160.0,8,1990.0
1160000,2,3,2,2.0,172.0,8,2000.0
820000,3,3,1,1.0,107.0,8,1925.0
740000,1,2,1,1.0,89.0,8,1980.0
975000,1,3,2,1.0,109.0,8,1975.0
1060000,3,3,1,2.0,130.0,8,1957.0
680000,1,2,1,2.0,94.0,8,1975.0
1430000,3,3,1,2.0,163.0,8,1960.0
